id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
710,Pumpkaboo-Average,710,0.4,5.0,67,ghost,grass,49,66,70,44,55,51,#705898,#78C850,#717386,amorphous,NA,//archives.bulbagarden.net/media/upload/1/1a/710MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/710.png
711,Gourgeist-Average,711,0.9,12.5,173,ghost,grass,65,90,122,58,75,84,#705898,#78C850,#717386,amorphous,NA,//archives.bulbagarden.net/media/upload/e/e7/711MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/711.png
712,Bergmite,712,1.0,99.5,61,ice,NA,55,69,85,32,35,28,#98D8D8,NA,NA,monster,mineral,//archives.bulbagarden.net/media/upload/6/61/712MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/712.png
713,Avalugg,713,2.0,505.0,180,ice,NA,95,117,184,44,46,28,#98D8D8,NA,NA,monster,mineral,//archives.bulbagarden.net/media/upload/c/c4/713MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/713.png
714,Noibat,714,0.5,8.0,49,flying,dragon,40,30,35,45,40,55,#A890F0,#7038F8,#9A7AF1,flying,NA,//archives.bulbagarden.net/media/upload/5/5b/714MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/714.png
715,Noivern,715,1.5,85.0,187,flying,dragon,85,70,80,97,80,123,#A890F0,#7038F8,#9A7AF1,flying,NA,//archives.bulbagarden.net/media/upload/8/80/715MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/715.png
716,Xerneas,716,3.0,215.0,306,fairy,NA,126,131,95,131,98,99,#EE99AC,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/d/d6/716MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/716.png
717,Yveltal,717,5.8,203.0,306,dark,flying,126,131,95,131,98,99,#705848,#A890F0,#7D6570,no-eggs,NA,//archives.bulbagarden.net/media/upload/b/be/717MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/717.png
718,Zygarde,718,5.0,305.0,270,dragon,ground,108,100,121,81,95,95,#7038F8,#E0C068,#8B58D5,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/57/718MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/718.png
719,Diancie,719,0.7,8.8,270,rock,fairy,50,100,150,100,150,50,#B8A038,#EE99AC,#C59E54,no-eggs,NA,//archives.bulbagarden.net/media/upload/8/85/719MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/719.png
720,Hoopa,720,0.5,9.0,270,psychic,ghost,80,110,60,150,130,70,#F85888,#705898,#D7588B,no-eggs,NA,//archives.bulbagarden.net/media/upload/c/c1/720MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/720.png
721,Volcanion,721,1.7,195.0,270,fire,water,80,110,120,130,90,70,#F08030,#6890F0,#CF835E,no-eggs,NA,//archives.bulbagarden.net/media/upload/e/ec/721MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/721.png
722,Rowlet,722,0.3,1.5,64,grass,flying,68,55,55,50,50,42,#78C850,#A890F0,#83BA76,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/722.png
723,Dartrix,723,0.7,16.0,147,grass,flying,78,75,75,70,70,52,#78C850,#A890F0,#83BA76,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/723.png
724,Decidueye,724,1.6,36.6,239,grass,ghost,78,107,75,100,100,70,#78C850,#705898,#76AC61,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/724.png
725,Litten,725,0.4,4.3,64,fire,NA,45,65,40,60,40,70,#F08030,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/725.png
726,Torracat,726,0.7,25.0,147,fire,NA,65,85,50,80,50,90,#F08030,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/726.png
727,Incineroar,727,1.8,83.0,239,fire,dark,95,115,90,80,90,60,#F08030,#705848,#D07635,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/727.png
728,Popplio,728,0.4,7.5,64,water,NA,50,54,54,66,56,40,#6890F0,NA,NA,water1,ground,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/728.png
729,Brionne,729,0.6,17.5,147,water,NA,60,69,69,91,81,50,#6890F0,NA,NA,water1,ground,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/729.png
730,Primarina,730,1.8,44.0,239,water,fairy,80,74,74,126,116,60,#6890F0,#EE99AC,#8892DF,water1,ground,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/730.png
731,Pikipek,731,0.3,1.2,53,normal,flying,35,75,30,30,30,65,#A8A878,#A890F0,#A8A295,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/731.png
732,Trumbeak,732,0.6,14.8,124,normal,flying,55,85,50,40,50,75,#A8A878,#A890F0,#A8A295,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/732.png
733,Toucannon,733,1.1,26.0,218,normal,flying,80,120,75,75,75,60,#A8A878,#A890F0,#A8A295,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/733.png
734,Yungoos,734,0.4,6.0,51,normal,NA,48,70,30,30,30,45,#A8A878,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/734.png
735,Gumshoos,735,0.7,14.2,146,normal,NA,88,110,60,55,60,45,#A8A878,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/735.png
736,Grubbin,736,0.4,4.4,60,bug,NA,47,62,45,55,45,46,#A8B820,NA,NA,bug,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/736.png
737,Charjabug,737,0.5,10.5,140,bug,electric,57,82,95,55,75,36,#A8B820,#F8D030,#BBBD23,bug,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/737.png
738,Vikavolt,738,1.5,45.0,225,bug,electric,77,70,90,145,75,43,#A8B820,#F8D030,#BBBD23,bug,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/738.png
739,Crabrawler,739,0.6,7.0,68,fighting,NA,47,82,57,42,47,63,#C03028,NA,NA,water3,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/739.png
740,Crabominable,740,1.7,180.0,167,fighting,ice,97,132,77,62,67,43,#C03028,#98D8D8,#B65852,water3,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/740.png
741,Oricorio-Baile,741,0.6,3.4,167,fire,flying,75,70,70,98,70,93,#F08030,#A890F0,#DE835E,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/741.png
742,Cutiefly,742,0.1,0.2,61,bug,fairy,40,45,40,55,40,84,#A8B820,#EE99AC,#B8B041,bug,fairy,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/742.png
743,Ribombee,743,0.2,0.5,162,bug,fairy,60,55,60,95,70,124,#A8B820,#EE99AC,#B8B041,bug,fairy,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/743.png
744,Rockruff,744,0.5,9.2,56,rock,NA,45,65,40,30,40,60,#B8A038,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/744.png
745,Lycanroc-Midday,745,0.8,25.0,170,rock,NA,75,115,65,55,65,112,#B8A038,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/745.png
746,Wishiwashi-Solo,746,0.2,0.3,61,water,NA,45,20,20,25,25,40,#6890F0,NA,NA,water2,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/746.png
747,Mareanie,747,0.4,8.0,61,poison,water,50,53,62,43,52,45,#A040A0,#6890F0,#9253B3,water1,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/747.png
748,Toxapex,748,0.7,14.5,173,poison,water,50,63,152,53,142,35,#A040A0,#6890F0,#9253B3,water1,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/748.png
749,Mudbray,749,1.0,110.0,77,ground,NA,70,100,70,45,55,45,#E0C068,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/749.png
750,Mudsdale,750,2.5,920.0,175,ground,NA,100,125,100,55,85,35,#E0C068,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/750.png
751,Dewpider,751,0.3,4.0,54,water,bug,38,40,52,40,72,27,#6890F0,#A8B820,#7799BD,water1,bug,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/751.png
752,Araquanid,752,1.8,82.0,159,water,bug,68,70,92,50,132,42,#6890F0,#A8B820,#7799BD,water1,bug,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/752.png
753,Fomantis,753,0.3,1.5,50,grass,NA,40,55,35,50,35,35,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/753.png
754,Lurantis,754,0.9,18.5,168,grass,NA,70,105,90,80,90,45,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/754.png
755,Morelull,755,0.2,1.5,57,grass,fairy,40,35,55,65,75,15,#78C850,#EE99AC,#94BC66,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/755.png
756,Shiinotic,756,1.0,11.5,142,grass,fairy,60,45,80,90,100,30,#78C850,#EE99AC,#94BC66,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/756.png
757,Salandit,757,0.6,4.8,64,poison,fire,48,44,40,71,40,77,#A040A0,#F08030,#B34F84,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/757.png
758,Salazzle,758,1.2,22.2,168,poison,fire,68,64,60,111,60,117,#A040A0,#F08030,#B34F84,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/758.png
759,Stufful,759,0.5,6.8,68,normal,fighting,70,75,50,45,50,50,#A8A878,#C03028,#AD8A64,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/759.png
760,Bewear,760,2.1,135.0,175,normal,fighting,120,125,80,55,60,60,#A8A878,#C03028,#AD8A64,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/760.png
761,Bounsweet,761,0.3,3.2,42,grass,NA,42,30,38,30,38,32,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/761.png
762,Steenee,762,0.7,8.2,102,grass,NA,52,40,48,40,48,62,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/762.png
763,Tsareena,763,1.2,21.4,230,grass,NA,72,120,98,50,98,72,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/763.png
764,Comfey,764,0.1,0.3,170,fairy,NA,51,52,90,82,110,100,#EE99AC,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/764.png
765,Oranguru,765,1.5,76.0,172,normal,psychic,90,60,80,90,110,60,#A8A878,#F85888,#BB947B,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/765.png
766,Passimian,766,2.0,82.8,172,fighting,NA,100,120,90,40,60,80,#C03028,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/766.png
767,Wimpod,767,0.5,12.0,46,bug,water,25,35,40,20,30,80,#A8B820,#6890F0,#98AE52,bug,water3,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/767.png
768,Golisopod,768,2.0,108.0,186,bug,water,75,125,140,60,90,40,#A8B820,#6890F0,#98AE52,bug,water3,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/768.png
769,Sandygast,769,0.5,70.0,64,ghost,ground,55,55,80,70,45,15,#705898,#E0C068,#8B718C,indeterminate,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/769.png
770,Palossand,770,1.3,250.0,168,ghost,ground,85,75,110,100,75,35,#705898,#E0C068,#8B718C,indeterminate,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/770.png
771,Pyukumuku,771,0.3,1.2,144,water,NA,55,60,130,30,130,5,#6890F0,NA,NA,water1,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/771.png
772,Type: Null,772,1.9,120.5,107,normal,NA,95,95,95,95,95,59,#A8A878,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/772.png
773,Silvally,773,2.3,100.5,114,normal,NA,95,95,95,95,95,95,#A8A878,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/773.png
774,Minior-Red-Meteor,774,0.3,40.0,154,rock,flying,60,60,100,60,100,60,#B8A038,#A890F0,#B49C64,mineral,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/774.png
775,Komala,775,0.4,19.9,168,normal,NA,65,115,65,75,95,65,#A8A878,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/775.png
776,Turtonator,776,2.0,212.0,170,fire,dragon,60,78,135,91,85,36,#F08030,#7038F8,#D06E60,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/776.png
777,Togedemaru,777,0.3,3.3,152,electric,steel,65,98,63,40,73,96,#F8D030,#B8B8D0,#E8CA56,ground,fairy,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/777.png
778,Mimikyu-Disguised,778,0.2,0.7,167,ghost,fairy,55,90,80,50,105,96,#705898,#EE99AC,#8E679C,indeterminate,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/778.png
779,Bruxish,779,0.9,19.0,166,water,psychic,68,105,70,70,70,92,#6890F0,#F85888,#8A82D6,water2,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/779.png
780,Drampa,780,3.0,185.0,170,normal,dragon,78,60,85,135,91,36,#A8A878,#7038F8,#9A8C97,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/780.png
781,Dhelmise,781,3.9,210.0,181,ghost,grass,70,131,100,86,90,40,#705898,#78C850,#717386,mineral,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/781.png
782,Jangmo-o,782,0.6,29.7,60,dragon,NA,45,55,65,45,45,45,#7038F8,NA,NA,dragon,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/782.png
783,Hakamo-o,783,1.2,47.0,147,dragon,fighting,55,75,90,65,70,65,#7038F8,#C03028,#8336C5,dragon,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/783.png
784,Kommo-o,784,1.6,78.2,270,dragon,fighting,75,110,125,100,105,85,#7038F8,#C03028,#8336C5,dragon,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/784.png
785,Tapu Koko,785,1.8,20.5,114,electric,fairy,70,115,85,95,75,130,#F8D030,#EE99AC,#F5C24E,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/785.png
786,Tapu Lele,786,1.2,18.6,114,psychic,fairy,70,85,75,130,115,95,#F85888,#EE99AC,#F56790,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/786.png
787,Tapu Bulu,787,1.9,45.5,114,grass,fairy,70,130,115,85,95,75,#78C850,#EE99AC,#94BC66,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/787.png
788,Tapu Fini,788,1.3,21.2,114,water,fairy,70,75,115,95,130,85,#6890F0,#EE99AC,#8892DF,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/788.png
789,Cosmog,789,0.2,0.1,40,psychic,NA,43,29,31,29,31,37,#F85888,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/789.png
790,Cosmoem,790,0.1,999.9,80,psychic,NA,43,29,131,29,131,37,#F85888,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/790.png
791,Solgaleo,791,3.4,230.0,136,psychic,steel,137,137,107,113,89,97,#F85888,#B8B8D0,#E86F99,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/791.png
792,Lunala,792,4.0,120.0,136,psychic,ghost,137,113,89,137,107,97,#F85888,#705898,#D7588B,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/792.png
793,Nihilego,793,1.2,55.5,114,rock,poison,109,53,47,127,131,103,#B8A038,#A040A0,#B28851,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/793.png
794,Buzzwole,794,2.4,333.6,114,bug,fighting,107,139,139,53,53,79,#A8B820,#C03028,#AD9721,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/794.png
795,Pheromosa,795,1.8,25.0,114,bug,fighting,71,137,37,137,37,151,#A8B820,#C03028,#AD9721,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/795.png
796,Xurkitree,796,3.8,100.0,114,electric,NA,83,89,71,173,71,83,#F8D030,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/796.png
797,Celesteela,797,9.2,999.9,114,steel,flying,97,101,103,107,101,61,#B8B8D0,#A890F0,#B4AED7,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/797.png
798,Kartana,798,0.3,0.1,114,grass,steel,59,181,131,59,31,109,#78C850,#B8B8D0,#87C46F,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/798.png
799,Guzzlord,799,5.5,888.0,114,dark,dragon,223,101,53,97,53,43,#705848,#7038F8,#705072,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/799.png
800,Necrozma,800,2.4,230.0,120,psychic,NA,97,107,101,127,89,79,#F85888,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/800.png
801,Magearna,801,1.0,80.5,120,steel,fairy,80,95,115,130,115,65,#B8B8D0,#EE99AC,#C5B0C7,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/801.png
802,Marshadow,802,0.7,22.2,120,fighting,ghost,90,125,80,90,90,125,#C03028,#705898,#AC3943,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/802.png
803,Poipole,803,0.6,1.8,114,poison,NA,67,73,67,73,67,73,#A040A0,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/803.png
804,Naganadel,804,3.6,150.0,114,poison,dragon,73,73,73,127,73,121,#A040A0,#7038F8,#A153B3,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/804.png
805,Stakataka,805,5.5,820.0,114,rock,steel,61,131,211,53,101,13,#B8A038,#B8B8D0,#C59E54,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/805.png
806,Blacephalon,806,1.8,13.0,114,fire,ghost,53,127,53,151,79,107,#F08030,#705898,#D06E60,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/806.png
807,Zeraora,807,1.5,44.5,270,electric,NA,88,112,75,102,80,143,#F8D030,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/807.png
808,Meltan,808,0.2,8.0,114,steel,NA,46,65,65,55,35,34,#B8B8D0,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/808.png
809,Melmetal,809,2.5,800.0,270,steel,NA,135,143,143,80,65,34,#B8B8D0,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/809.png
10091,Rattata-Alola,19,0.3,3.8,51,dark,normal,30,56,35,25,35,72,#705848,#A8A878,#7D6B53,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10091.png
10092,Raticate-Alola,20,0.7,25.5,145,dark,normal,75,71,70,40,80,77,#705848,#A8A878,#7D6B53,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10092.png
10100,Raichu-Alola,26,0.7,21.0,218,electric,psychic,60,85,50,95,85,110,#F8D030,#F85888,#F8B245,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10100.png
10101,Sandshrew-Alola,27,0.7,40.0,60,ice,steel,50,75,90,10,35,40,#98D8D8,#B8B8D0,#9FD0D6,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10101.png
10102,Sandslash-Alola,28,1.2,55.0,158,ice,steel,75,100,120,25,65,65,#98D8D8,#B8B8D0,#9FD0D6,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10102.png
10103,Vulpix-Alola,37,0.6,9.9,60,ice,NA,38,41,40,50,65,65,#98D8D8,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10103.png
10104,Ninetales-Alola,38,1.1,19.9,177,ice,fairy,73,67,75,81,100,109,#98D8D8,#EE99AC,#ACC8CD,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10104.png
10105,Diglett-Alola,50,0.2,1.0,53,ground,steel,10,55,30,35,45,90,#E0C068,#B8B8D0,#D6BE81,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10105.png
10106,Dugtrio-Alola,51,0.7,66.6,149,ground,steel,35,100,60,50,70,110,#E0C068,#B8B8D0,#D6BE81,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10106.png
10107,Meowth-Alola,52,0.4,4.2,58,dark,NA,40,35,35,50,40,90,#705848,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10107.png
10108,Persian-Alola,53,1.1,33.0,154,dark,NA,65,60,60,75,65,115,#705848,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10108.png
10109,Geodude-Alola,74,0.4,20.3,60,rock,electric,40,80,100,30,30,20,#B8A038,#F8D030,#C7AB36,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10109.png
10110,Graveler-Alola,75,1.0,110.0,137,rock,electric,55,95,115,45,45,35,#B8A038,#F8D030,#C7AB36,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10110.png
10111,Golem-Alola,76,1.7,316.0,223,rock,electric,80,120,130,55,65,45,#B8A038,#F8D030,#C7AB36,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10111.png
10112,Grimer-Alola,88,0.7,42.0,65,poison,dark,80,80,50,40,50,25,#A040A0,#705848,#94458A,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10112.png
10113,Muk-Alola,89,1.0,52.0,175,poison,dark,105,105,75,65,100,50,#A040A0,#705848,#94458A,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10113.png
10114,Exeggutor-Alola,103,10.9,415.6,186,grass,dragon,95,105,85,125,75,45,#78C850,#7038F8,#76A578,plant,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10114.png
10115,Marowak-Alola,105,1.0,34.0,149,fire,ghost,60,80,110,50,80,45,#F08030,#705898,#D07649,monster,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10115.png
810,Grookey,810,0.3,5.0,62,grass,NA,50,65,50,40,40,65,#78C850,NA,NA,field,grass,//archives.bulbagarden.net/media/upload/1/1a/810MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/810.png
811,Thwackey,811,0.7,14.0,147,grass,NA,70,85,70,55,60,80,#78C850,NA,NA,field,grass,//archives.bulbagarden.net/media/upload/b/b3/811MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/811.png
812,Rillaboom,812,2.1,90.0,265,grass,NA,100,125,90,60,70,85,#78C850,NA,NA,field,grass,//archives.bulbagarden.net/media/upload/b/bd/812MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/812.png
813,Scorbunny,813,0.3,4.5,62,fire,NA,50,71,40,40,40,69,#F08030,NA,NA,field,human-like,//archives.bulbagarden.net/media/upload/7/74/813MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/813.png
814,Raboot,814,0.6,9.0,147,fire,NA,65,86,60,55,60,94,#F08030,NA,NA,field,human-like,//archives.bulbagarden.net/media/upload/d/df/814MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/814.png
815,Cinderace,815,1.4,33.0,265,fire,NA,80,116,75,65,75,119,#F08030,NA,NA,field,human-like,//archives.bulbagarden.net/media/upload/9/9a/815MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/815.png
816,Sobble,816,0.3,4.0,62,water,NA,50,40,40,70,40,70,#6890F0,NA,NA,water1,field,//archives.bulbagarden.net/media/upload/b/bb/816MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/816.png
817,Drizzile,817,0.7,11.5,147,water,NA,65,60,55,95,55,90,#6890F0,NA,NA,water1,field,//archives.bulbagarden.net/media/upload/6/6d/817MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/817.png
818,Inteleon,818,1.9,45.2,265,water,NA,70,85,65,125,65,120,#6890F0,NA,NA,water1,field,//archives.bulbagarden.net/media/upload/1/1c/818MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/818.png
